,index,year,name,category,result,score
4979,18,1996,Meryl Streep,actress,N,0.2
4980,19,1996,Emma Thompson,actress,N,0.2
4991,30,1996,Christopher McQuarrie,screenplay,W,5.0
4992,31,1996,Randall Wallace,screenplay,N,0.1
4993,32,1996,Woody Allen,screenplay,N,0.1
4994,33,1996,Oliver Stone,screenplay,N,0.1
4995,34,1996,Joss Whedon,screenplay,N,0.1
4996,35,1996,Emma Thompson,screenplay,W,5.0
4997,36,1996,Al Reinert,screenplay,N,0.1
4998,37,1996,George Miller,screenplay,N,0.1
4999,38,1996,Mike Figgis,screenplay,N,0.1
5000,39,1996,Michael Radford,screenplay,N,0.1
5046,0,1997,Saul Zaentz,picture,W,5.0
5047,1,1997,Ethan Coen,picture,N,0.2
5048,2,1997,James L. Brooks,picture,N,0.2
5049,3,1997,Simon Channing Williams,picture,N,0.2
5050,4,1997,Jane Scott,picture,N,0.2
5051,5,1997,Anthony Minghella,director,W,5.0
5052,6,1997,Joel Coen,director,N,0.2
5053,7,1997,Miloš Forman,director,N,0.2
5054,8,1997,Mike Leigh,director,N,0.2
5055,9,1997,Scott Hicks,director,N,0.2
5066,20,1997,Cuba Gooding Jr.,s_actor,W,5.0
5067,21,1997,William H. Macy,s_actor,N,0.2
5068,22,1997,Armin Mueller-Stahl,s_actor,N,0.2
5069,23,1997,Edward Norton,s_actor,N,0.2
5070,24,1997,James Woods,s_actor,N,0.2
5071,25,1997,Juliette Binoche,s_actress,W,5.0
5072,26,1997,Joan Allen,s_actress,N,0.2
5073,27,1997,Lauren Bacall,s_actress,N,0.2
5074,28,1997,Barbara Hershey,s_actress,N,0.2
5075,29,1997,Marianne Jean-Baptiste,s_actress,N,0.2
5056,10,1997,Geoffrey Rush,actor,W,5.0
5057,11,1997,Tom Cruise,actor,N,0.2
5058,12,1997,Ralph Fiennes,actor,N,0.2
5059,13,1997,Woody Harrelson,actor,N,0.2
5060,14,1997,Billy Bob Thornton,actor,N,0.2
5061,15,1997,Frances McDormand,actress,W,5.0
5062,16,1997,Brenda Blethyn,actress,N,0.2
5063,17,1997,Diane Keaton,actress,N,0.2
5064,18,1997,Kristin Scott Thomas,actress,N,0.2
5065,19,1997,Emily Watson,actress,N,0.2
5076,30,1997,Ethan Coen and Joel Coen,screenplay,W,5.0
5077,31,1997,Cameron Crowe,screenplay,N,0.1
5078,32,1997,John Sayles,screenplay,N,0.1
5079,33,1997,Mike Leigh,screenplay,N,0.1
5080,34,1997,Jan Sardi,screenplay,N,0.1
5081,35,1997,Billy Bob Thornton,screenplay,W,5.0
5082,36,1997,Arthur Miller,screenplay,N,0.1
5083,37,1997,Anthony Minghella,screenplay,N,0.1
5084,38,1997,Kenneth Branagh,screenplay,N,0.1
5085,39,1997,John Hodge,screenplay,N,0.1
5132,0,1998,James Cameron,picture,W,5.0
5133,1,1998,James L. Brooks,picture,N,0.2
5134,2,1998,Uberto Pasolini,picture,N,0.2
5135,3,1998,Lawrence Bender,picture,N,0.2
5136,4,1998,Arnon Milchan,picture,N,0.2
5137,5,1998,James Cameron,director,W,5.0
5138,6,1998,Peter Cattaneo,director,N,0.2
5139,7,1998,Gus Van Sant,director,N,0.2
5140,8,1998,Curtis Hanson,director,N,0.2
5141,9,1998,Atom Egoyan,director,N,0.2
5152,20,1998,Robin Williams,s_actor,W,5.0
5153,21,1998,Robert Forster,s_actor,N,0.2
5154,22,1998,Anthony Hopkins,s_actor,N,0.2
5155,23,1998,Greg Kinnear,s_actor,N,0.2
5156,24,1998,Burt Reynolds,s_actor,N,0.2
5157,25,1998,Kim Basinger,s_actress,W,5.0
5158,26,1998,Joan Cusack,s_actress,N,0.2
5159,27,1998,Minnie Driver,s_actress,N,0.2
5160,28,1998,Julianne Moore,s_actress,N,0.2
5161,29,1998,Gloria Stuart,s_actress,N,0.2
5142,10,1998,Jack Nicholson,actor,W,5.0
5143,11,1998,Matt Damon,actor,N,0.2
5144,12,1998,Robert Duvall,actor,N,0.2
5145,13,1998,Peter Fonda,actor,N,0.2
5146,14,1998,Dustin Hoffman,actor,N,0.2
5147,15,1998,Helen Hunt,actress,W,5.0
5148,16,1998,Helena Bonham Carter,actress,N,0.2
5149,17,1998,Julie Christie,actress,N,0.2
5150,18,1998,Judi Dench,actress,N,0.2
5151,19,1998,Kate Winslet,actress,N,0.2
5162,30,1998,Matt Damon,screenplay,W,5.0
5163,31,1998,Mark Andrus,screenplay,N,0.1
5164,32,1998,Paul Thomas Anderson,screenplay,N,0.1
5165,33,1998,Woody Allen,screenplay,N,0.1
5166,34,1998,Simon Beaufoy,screenplay,N,0.1
5167,35,1998,Brian Helgeland,screenplay,W,5.0
5168,36,1998,Paul Attanasio,screenplay,N,0.1
5169,37,1998,Atom Egoyan,screenplay,N,0.1
5170,38,1998,David Mamet,screenplay,N,0.1
5171,39,1998,Hossein Amini,screenplay,N,0.1
5218,0,1999,Donna Gigliotti,picture,W,5.0
5219,1,1999,Alison Owen,picture,N,0.2
5220,2,1999,Elda Ferri,picture,N,0.2
5221,3,1999,Steven Spielberg,picture,N,0.2
5222,4,1999,Grant Hill,picture,N,0.2
5223,5,1999,Steven Spielberg,director,W,5.0
5224,6,1999,Roberto Benigni,director,N,0.2
5225,7,1999,John Madden,director,N,0.2
5226,8,1999,Terrence Malick,director,N,0.2
5227,9,1999,Peter Weir,director,N,0.2
5238,20,1999,James Coburn,s_actor,W,5.0
5239,21,1999,Robert Duvall,s_actor,N,0.2
5240,22,1999,Ed Harris,s_actor,N,0.2
5241,23,1999,Geoffrey Rush,s_actor,N,0.2
5242,24,1999,Billy Bob Thornton,s_actor,N,0.2
5243,25,1999,Judi Dench,s_actress,W,5.0
5244,26,1999,Kathy Bates,s_actress,N,0.2
5245,27,1999,Brenda Blethyn,s_actress,N,0.2
5246,28,1999,Rachel Griffiths,s_actress,N,0.2
5247,29,1999,Lynn Redgrave,s_actress,N,0.2
5228,10,1999,Roberto Benigni,actor,W,5.0
5229,11,1999,Tom Hanks,actor,N,0.2
5230,12,1999,Ian McKellen,actor,N,0.2
5231,13,1999,Nick Nolte,actor,N,0.2
5232,14,1999,Edward Norton,actor,N,0.2
5233,15,1999,Gwyneth Paltrow,actress,W,5.0
5234,16,1999,Cate Blanchett,actress,N,0.2
5235,17,1999,Fernanda Montenegro,actress,N,0.2
5236,18,1999,Meryl Streep,actress,N,0.2
5237,19,1999,Emily Watson,actress,N,0.2
5248,30,1999,Marc Norman,screenplay,W,5.0
5249,31,1999,Warren Beatty,screenplay,N,0.1
5250,32,1999,Vincenzo Cerami,screenplay,N,0.1
5251,33,1999,Robert Rodat,screenplay,N,0.1
5252,34,1999,Andrew Niccol,screenplay,N,0.1
5253,35,1999,Bill Condon,screenplay,W,5.0
5254,36,1999,Scott Frank,screenplay,N,0.1
5255,37,1999,Elaine May,screenplay,N,0.1
5256,38,1999,Scott B. Smith,screenplay,N,0.1
5257,39,1999,Terrence Malick,screenplay,N,0.1
5304,0,2000,Bruce Cohen,picture,W,5.0
5305,1,2000,Richard N. Gladstein,picture,N,0.2
5306,2,2000,Frank Darabont,picture,N,0.2
5307,3,2000,Pieter Jan Brugge,picture,N,0.2
5308,4,2000,Frank Marshall,picture,N,0.2
5309,5,2000,Sam Mendes,director,W,5.0
5310,6,2000,Spike Jonze,director,N,0.2
5311,7,2000,Lasse Hallström,director,N,0.2
5312,8,2000,Michael Mann,director,N,0.2
5313,9,2000,M. Night Shyamalan,director,N,0.2
5324,20,2000,Michael Caine,s_actor,W,5.0
5325,21,2000,Tom Cruise,s_actor,N,0.2
5326,22,2000,Michael Clarke Duncan,s_actor,N,0.2
5327,23,2000,Jude Law,s_actor,N,0.2
5328,24,2000,Haley Joel Osment,s_actor,N,0.2
5329,25,2000,Angelina Jolie,s_actress,W,5.0
5330,26,2000,Toni Collette,s_actress,N,0.2
5331,27,2000,Catherine Keener,s_actress,N,0.2
5332,28,2000,Samantha Morton,s_actress,N,0.2
5333,29,2000,Chloë Sevigny,s_actress,N,0.2
5314,10,2000,Kevin Spacey,actor,W,5.0
5315,11,2000,Russell Crowe,actor,N,0.2
5316,12,2000,Richard Farnsworth,actor,N,0.2
5317,13,2000,Sean Penn,actor,N,0.2
5318,14,2000,Denzel Washington,actor,N,0.2
5319,15,2000,Hilary Swank,actress,W,5.0
5320,16,2000,Annette Bening,actress,N,0.2
5321,17,2000,Janet McTeer,actress,N,0.2
5322,18,2000,Julianne Moore,actress,N,0.2
5323,19,2000,Meryl Streep,actress,N,0.2
5334,30,2000,Alan Ball,screenplay,W,5.0
5335,31,2000,Charlie Kaufman,screenplay,N,0.1
5336,32,2000,Paul Thomas Anderson,screenplay,N,0.1
5337,33,2000,M. Night Shyamalan,screenplay,N,0.1
5338,34,2000,Mike Leigh,screenplay,N,0.1
5339,35,2000,John Irving,screenplay,W,5.0
5340,36,2000,Alexander Payne,screenplay,N,0.1
5341,37,2000,Frank Darabont,screenplay,N,0.1
5342,38,2000,Eric Roth,screenplay,N,0.1
5343,39,2000,Anthony Minghella,screenplay,N,0.1
5385,0,2001,Douglas Wick,picture,W,5.0
5386,1,2001,David Brown,picture,N,0.2
5387,2,2001,Bill Kong,picture,N,0.2
5388,3,2001,Danny DeVito,picture,N,0.2
5389,4,2001,Marshall Herskovitz,picture,N,0.2
5390,5,2001,Steven Soderbergh,director,W,5.0
5391,6,2001,Stephen Daldry,director,N,0.2
5392,7,2001,Ang Lee,director,N,0.2
5393,8,2001,Steven Soderbergh,director,N,0.2
5394,9,2001,Ridley Scott,director,N,0.2
5405,20,2001,Benicio del Toro,s_actor,W,5.0
5406,21,2001,Jeff Bridges,s_actor,N,0.2
5407,22,2001,Willem Dafoe,s_actor,N,0.2
5408,23,2001,Albert Finney,s_actor,N,0.2
5409,24,2001,Joaquin Phoenix,s_actor,N,0.2
5410,25,2001,Marcia Gay Harden,s_actress,W,5.0
5411,26,2001,Judi Dench,s_actress,N,0.2
5412,27,2001,Kate Hudson,s_actress,N,0.2
5413,28,2001,Frances McDormand,s_actress,N,0.2
5414,29,2001,Julie Walters,s_actress,N,0.2
5395,10,2001,Russell Crowe,actor,W,5.0
5396,11,2001,Javier Bardem,actor,N,0.2
5397,12,2001,Tom Hanks,actor,N,0.2
5398,13,2001,Ed Harris,actor,N,0.2
5399,14,2001,Geoffrey Rush,actor,N,0.2
5400,15,2001,Julia Roberts,actress,W,5.0
5401,16,2001,Joan Allen,actress,N,0.2
5402,17,2001,Juliette Binoche,actress,N,0.2
5403,18,2001,Ellen Burstyn,actress,N,0.2
5404,19,2001,Laura Linney,actress,N,0.2
5415,30,2001,Cameron Crowe,screenplay,W,5.0
5416,31,2001,Lee Hall,screenplay,N,0.1
5417,32,2001,Susannah Grant,screenplay,N,0.1
5418,33,2001,David Franzoni,screenplay,N,0.1
5419,34,2001,Kenneth Lonergan,screenplay,N,0.1
5420,35,2001,Stephen Gaghan,screenplay,W,5.0
5421,36,2001,Robert Nelson Jacobs,screenplay,N,0.1
5422,37,2001,James Schamus,screenplay,N,0.1
5423,38,2001,Joel Coen,screenplay,N,0.1
5424,39,2001,Steve Kloves,screenplay,N,0.1
5465,0,2002,Brian Grazer,picture,W,5.0
5466,1,2002,Robert Altman,picture,N,0.2
5467,2,2002,Ross Katz,picture,N,0.2
5468,3,2002,Peter Jackson,picture,N,0.2
5469,4,2002,Baz Luhrmann,picture,N,0.2
5470,5,2002,Ron Howard,director,W,5.0
5471,6,2002,Ridley Scott,director,N,0.2
5472,7,2002,Robert Altman,director,N,0.2
5473,8,2002,Peter Jackson,director,N,0.2
5474,9,2002,David Lynch,director,N,0.2
5485,20,2002,Jim Broadbent,s_actor,W,5.0
5486,21,2002,Ethan Hawke,s_actor,N,0.2
5487,22,2002,Ben Kingsley,s_actor,N,0.2
5488,23,2002,Ian McKellen,s_actor,N,0.2
5489,24,2002,Jon Voight,s_actor,N,0.2
5490,25,2002,Jennifer Connelly,s_actress,W,5.0
5491,26,2002,Helen Mirren,s_actress,N,0.2
5492,27,2002,Maggie Smith,s_actress,N,0.2
5493,28,2002,Marisa Tomei,s_actress,N,0.2
5494,29,2002,Kate Winslet,s_actress,N,0.2
5475,10,2002,Denzel Washington,actor,W,5.0
5476,11,2002,Russell Crowe,actor,N,0.2
5477,12,2002,Sean Penn,actor,N,0.2
5478,13,2002,Will Smith,actor,N,0.2
5479,14,2002,Tom Wilkinson,actor,N,0.2
5480,15,2002,Halle Berry,actress,W,5.0
5481,16,2002,Judi Dench,actress,N,0.2
5482,17,2002,Nicole Kidman,actress,N,0.2
5483,18,2002,Sissy Spacek,actress,N,0.2
5484,19,2002,Renée Zellweger,actress,N,0.2
5495,30,2002,Julian Fellowes,screenplay,W,5.0
5496,31,2002,Jean-Pierre Jeunet,screenplay,N,0.1
5497,32,2002,Christopher Nolan,screenplay,N,0.1
5498,33,2002,Milo Addica and Will Rokos,screenplay,N,0.1
5499,34,2002,Wes Anderson,screenplay,N,0.1
5500,35,2002,Akiva Goldsman,screenplay,W,5.0
5501,36,2002,Daniel Clowes,screenplay,N,0.1
5502,37,2002,Todd Field,screenplay,N,0.1
5503,38,2002,Fran Walsh,screenplay,N,0.1
5504,39,2002,Ted Elliott,screenplay,N,0.1
5545,0,2003,Martin Richards,picture,W,5.0
5546,1,2003,Alberto Grimaldi,picture,N,0.2
5547,2,2003,Scott Rudin,picture,N,0.2
5548,3,2003,Barrie M. Osborne,picture,N,0.2
5549,4,2003,Roman Polanski,picture,N,0.2
5550,5,2003,Roman Polanski,director,W,5.0
5551,6,2003,Rob Marshall,director,N,0.2
5552,7,2003,Martin Scorsese,director,N,0.2
5553,8,2003,Stephen Daldry,director,N,0.2
5554,9,2003,Pedro Almodóvar,director,N,0.2
5565,20,2003,Chris Cooper,s_actor,W,5.0
5566,21,2003,Ed Harris,s_actor,N,0.2
5567,22,2003,Paul Newman,s_actor,N,0.2
5568,23,2003,John C. Reilly,s_actor,N,0.2
5569,24,2003,Christopher Walken,s_actor,N,0.2
5570,25,2003,Catherine Zeta-Jones,s_actress,W,5.0
5571,26,2003,Kathy Bates,s_actress,N,0.2
5572,27,2003,Queen Latifah,s_actress,N,0.2
5573,28,2003,Julianne Moore,s_actress,N,0.2
5574,29,2003,Meryl Streep,s_actress,N,0.2
5555,10,2003,Adrien Brody,actor,W,5.0
5556,11,2003,Nicolas Cage,actor,N,0.2
5557,12,2003,Michael Caine,actor,N,0.2
5558,13,2003,Daniel Day-Lewis,actor,N,0.2
5559,14,2003,Jack Nicholson,actor,N,0.2
5560,15,2003,Nicole Kidman,actress,W,5.0
5561,16,2003,Salma Hayek,actress,N,0.2
5562,17,2003,Diane Lane,actress,N,0.2
5563,18,2003,Julianne Moore,actress,N,0.2
5564,19,2003,Renée Zellweger,actress,N,0.2
5575,30,2003,Pedro Almodóvar,screenplay,W,5.0
5576,31,2003,Todd Haynes,screenplay,N,0.1
5577,32,2003,Jay Cocks,screenplay,N,0.1
5578,33,2003,Nia Vardalos,screenplay,N,0.1
5579,34,2003,Carlos Cuarón,screenplay,N,0.1
5580,35,2003,Ronald Harwood,screenplay,W,5.0
5581,36,2003,Peter Hedges,screenplay,N,0.1
5582,37,2003,Charlie Kaufman,screenplay,N,0.1
5583,38,2003,Bill Condon,screenplay,N,0.1
5584,39,2003,David Hare,screenplay,N,0.1
5626,0,2004,Barrie M. Osborne,picture,W,5.0
5627,1,2004,Ross Katz,picture,N,0.2
5628,2,2004,Samuel Goldwyn Jr.,picture,N,0.2
5629,3,2004,Robert Lorenz,picture,N,0.2
5630,4,2004,Kathleen Kennedy,picture,N,0.2
5631,5,2004,Peter Jackson,director,W,5.0
5632,6,2004,Fernando Meirelles,director,N,0.2
5633,7,2004,Sofia Coppola,director,N,0.2
5634,8,2004,Peter Weir,director,N,0.2
5635,9,2004,Clint Eastwood,director,N,0.2
5646,20,2004,Tim Robbins,s_actor,W,5.0
5647,21,2004,Alec Baldwin,s_actor,N,0.2
5648,22,2004,Benicio del Toro,s_actor,N,0.2
5649,23,2004,Djimon Hounsou,s_actor,N,0.2
5650,24,2004,Ken Watanabe,s_actor,N,0.2
5651,25,2004,Renée Zellweger,s_actress,W,5.0
5652,26,2004,Shohreh Aghdashloo,s_actress,N,0.2
5653,27,2004,Patricia Clarkson,s_actress,N,0.2
5654,28,2004,Marcia Gay Harden,s_actress,N,0.2
5655,29,2004,Holly Hunter,s_actress,N,0.2
5636,10,2004,Sean Penn,actor,W,5.0
5637,11,2004,Johnny Depp,actor,N,0.2
5638,12,2004,Ben Kingsley,actor,N,0.2
5639,13,2004,Jude Law,actor,N,0.2
5640,14,2004,Bill Murray,actor,N,0.2
5641,15,2004,Charlize Theron,actress,W,5.0
5642,16,2004,Keisha Castle-Hughes,actress,N,0.2
5643,17,2004,Diane Keaton,actress,N,0.2
5644,18,2004,Samantha Morton,actress,N,0.2
5645,19,2004,Naomi Watts,actress,N,0.2
5656,30,2004,Sofia Coppola,screenplay,W,5.0
5657,31,2004,Denys Arcand,screenplay,N,0.1
5658,32,2004,Steven Knight,screenplay,N,0.1
5659,33,2004,Andrew Stanton,screenplay,N,0.1
5660,34,2004,Jim Sheridan,screenplay,N,0.1
5661,35,2004,Fran Walsh,screenplay,W,5.0
5662,36,2004,Shari Springer Berman and Robert Pulcini,screenplay,N,0.1
5663,37,2004,Bráulio Mantovani,screenplay,N,0.1
5664,38,2004,Brian Helgeland,screenplay,N,0.1
5665,39,2004,Gary Ross,screenplay,N,0.1
5707,0,2005,Clint Eastwood,picture,W,5.0
5708,1,2005,Michael Mann,picture,N,0.2
5709,2,2005,Richard N. Gladstein,picture,N,0.2
5710,3,2005,Taylor Hackford,picture,N,0.2
5711,4,2005,Michael London,picture,N,0.2
5712,5,2005,Clint Eastwood,director,W,5.0
5713,6,2005,Martin Scorsese,director,N,0.2
5714,7,2005,Taylor Hackford,director,N,0.2
5715,8,2005,Alexander Payne,director,N,0.2
5716,9,2005,Mike Leigh,director,N,0.2
5727,20,2005,Morgan Freeman,s_actor,W,5.0
5728,21,2005,Alan Alda,s_actor,N,0.2
5729,22,2005,Thomas Haden Church,s_actor,N,0.2
5730,23,2005,Jamie Foxx,s_actor,N,0.2
5731,24,2005,Clive Owen,s_actor,N,0.2
5732,25,2005,Cate Blanchett,s_actress,W,5.0
5733,26,2005,Laura Linney,s_actress,N,0.2
5734,27,2005,Virginia Madsen,s_actress,N,0.2
5735,28,2005,Sophie Okonedo,s_actress,N,0.2
5736,29,2005,Natalie Portman,s_actress,N,0.2
5717,10,2005,Jamie Foxx,actor,W,5.0
5718,11,2005,Don Cheadle,actor,N,0.2
5719,12,2005,Johnny Depp,actor,N,0.2
5720,13,2005,Leonardo DiCaprio,actor,N,0.2
5721,14,2005,Clint Eastwood,actor,N,0.2
5722,15,2005,Hilary Swank,actress,W,5.0
5723,16,2005,Annette Bening,actress,N,0.2
5724,17,2005,Catalina Sandino Moreno,actress,N,0.2
5725,18,2005,Imelda Staunton,actress,N,0.2
5726,19,2005,Kate Winslet,actress,N,0.2
5737,30,2005,Charlie Kaufman,screenplay,W,5.0
5738,31,2005,John Logan,screenplay,N,0.1
5739,32,2005,Terry George,screenplay,N,0.1
5740,33,2005,Brad Bird,screenplay,N,0.1
5741,34,2005,Mike Leigh,screenplay,N,0.1
5742,35,2005,Alexander Payne,screenplay,W,5.0
5743,36,2005,Richard Linklater,screenplay,N,0.1
5744,37,2005,David Magee,screenplay,N,0.1
5745,38,2005,Paul Haggis,screenplay,N,0.1
5746,39,2005,José Rivera,screenplay,N,0.1
5789,0,2006,Paul Haggis,picture,W,5.0
5790,1,2006,Diana Ossana,picture,N,0.2
5791,2,2006,Caroline Baron,picture,N,0.2
5792,3,2006,Grant Heslov,picture,N,0.2
5793,4,2006,Kathleen Kennedy,picture,N,0.2
5794,5,2006,Ang Lee,director,W,5.0
5795,6,2006,Bennett Miller,director,N,0.2
5796,7,2006,Paul Haggis,director,N,0.2
5797,8,2006,George Clooney,director,N,0.2
5798,9,2006,Steven Spielberg,director,N,0.2
5809,20,2006,George Clooney,s_actor,W,5.0
5810,21,2006,Matt Dillon,s_actor,N,0.2
5811,22,2006,Paul Giamatti,s_actor,N,0.2
5812,23,2006,Jake Gyllenhaal,s_actor,N,0.2
5813,24,2006,William Hurt,s_actor,N,0.2
5814,25,2006,Rachel Weisz,s_actress,W,5.0
5815,26,2006,Amy Adams,s_actress,N,0.2
5816,27,2006,Catherine Keener,s_actress,N,0.2
5817,28,2006,Frances McDormand,s_actress,N,0.2
5818,29,2006,Michelle Williams,s_actress,N,0.2
5799,10,2006,Philip Seymour Hoffman,actor,W,5.0
5800,11,2006,Terrence Howard,actor,N,0.2
5801,12,2006,Heath Ledger,actor,N,0.2
5802,13,2006,Joaquin Phoenix,actor,N,0.2
5803,14,2006,David Strathairn,actor,N,0.2
5804,15,2006,Reese Witherspoon,actress,W,5.0
5805,16,2006,Judi Dench,actress,N,0.2
5806,17,2006,Felicity Huffman,actress,N,0.2
5807,18,2006,Keira Knightley,actress,N,0.2
5808,19,2006,Charlize Theron,actress,N,0.2
5819,30,2006,Paul Haggis,screenplay,W,5.0
5820,31,2006,George Clooney,screenplay,N,0.1
5821,32,2006,Woody Allen,screenplay,N,0.1
5822,33,2006,Noah Baumbach,screenplay,N,0.1
5823,34,2006,Stephen Gaghan,screenplay,N,0.1
5824,35,2006,Larry McMurtry,screenplay,W,5.0
5825,36,2006,Dan Futterman,screenplay,N,0.1
5826,37,2006,Jeffrey Caine,screenplay,N,0.1
5827,38,2006,Josh Olson,screenplay,N,0.1
5828,39,2006,Tony Kushner,screenplay,N,0.1
5868,0,2007,Graham King,picture,W,5.0
5869,1,2007,Alejandro González Iñárritu,picture,N,0.2
5870,2,2007,Clint Eastwood,picture,N,0.2
5871,3,2007,David T. Friendly,picture,N,0.2
5872,4,2007,Andy Harries,picture,N,0.2
5873,5,2007,Martin Scorsese,director,W,5.0
5874,6,2007,Alejandro González Iñárritu,director,N,0.2
5875,7,2007,Clint Eastwood,director,N,0.2
5876,8,2007,Stephen Frears,director,N,0.2
5877,9,2007,Paul Greengrass,director,N,0.2
5888,20,2007,Alan Arkin,s_actor,W,5.0
5889,21,2007,Jackie Earle Haley,s_actor,N,0.2
5890,22,2007,Djimon Hounsou,s_actor,N,0.2
5891,23,2007,Eddie Murphy,s_actor,N,0.2
5892,24,2007,Mark Wahlberg,s_actor,N,0.2
5893,25,2007,Jennifer Hudson,s_actress,W,5.0
5894,26,2007,Adriana Barraza,s_actress,N,0.2
5895,27,2007,Cate Blanchett,s_actress,N,0.2
5896,28,2007,Abigail Breslin,s_actress,N,0.2
5897,29,2007,Rinko Kikuchi,s_actress,N,0.2
5878,10,2007,Forest Whitaker,actor,W,5.0
5879,11,2007,Leonardo DiCaprio,actor,N,0.2
5880,12,2007,Ryan Gosling,actor,N,0.2
5881,13,2007,Peter O'Toole,actor,N,0.2
5882,14,2007,Will Smith,actor,N,0.2
5883,15,2007,Helen Mirren,actress,W,5.0
5884,16,2007,Penélope Cruz,actress,N,0.2
5885,17,2007,Judi Dench,actress,N,0.2
5886,18,2007,Meryl Streep,actress,N,0.2
5887,19,2007,Kate Winslet,actress,N,0.2
5898,30,2007,Michael Arndt,screenplay,W,5.0
5899,31,2007,Guillermo Arriaga,screenplay,N,0.1
5900,32,2007,Iris Yamashita,screenplay,N,0.1
5901,33,2007,Guillermo del Toro,screenplay,N,0.1
5902,34,2007,Peter Morgan,screenplay,N,0.1
5903,35,2007,William Monahan,screenplay,W,5.0
5904,36,2007,Sacha Baron Cohen,screenplay,N,0.1
5905,37,2007,Alfonso Cuarón,screenplay,N,0.1
5906,38,2007,Todd Field,screenplay,N,0.1
5907,39,2007,Patrick Marber,screenplay,N,0.1
5952,0,2008,Scott Rudin,picture,W,5.0
5953,1,2008,Tim Bevan,picture,N,0.2
5954,2,2008,Lianne Halfon,picture,N,0.2
5955,3,2008,Jennifer Fox,picture,N,0.2
5956,4,2008,Paul Thomas Anderson,picture,N,0.2
5957,5,2008,Joel Coen,director,W,5.0
5958,6,2008,Julian Schnabel,director,N,0.2
5959,7,2008,Jason Reitman,director,N,0.2
5960,8,2008,Tony Gilroy,director,N,0.2
5961,9,2008,Paul Thomas Anderson,director,N,0.2
5972,20,2008,Javier Bardem,s_actor,W,5.0
5973,21,2008,Casey Affleck,s_actor,N,0.2
5974,22,2008,Philip Seymour Hoffman,s_actor,N,0.2
5975,23,2008,Hal Holbrook,s_actor,N,0.2
5976,24,2008,Tom Wilkinson,s_actor,N,0.2
5977,25,2008,Tilda Swinton,s_actress,W,5.0
5978,26,2008,Cate Blanchett,s_actress,N,0.2
5979,27,2008,Ruby Dee,s_actress,N,0.2
5980,28,2008,Saoirse Ronan,s_actress,N,0.2
5981,29,2008,Amy Ryan,s_actress,N,0.2
5962,10,2008,Daniel Day-Lewis,actor,W,5.0
5963,11,2008,George Clooney,actor,N,0.2
5964,12,2008,Johnny Depp,actor,N,0.2
5965,13,2008,Tommy Lee Jones,actor,N,0.2
5966,14,2008,Viggo Mortensen,actor,N,0.2
5967,15,2008,Marion Cotillard,actress,W,5.0
5968,16,2008,Cate Blanchett,actress,N,0.2
5969,17,2008,Julie Christie,actress,N,0.2
5970,18,2008,Laura Linney,actress,N,0.2
5971,19,2008,Ellen Page,actress,N,0.2
5982,30,2008,Diablo Cody,screenplay,W,5.0
5983,31,2008,Nancy Oliver,screenplay,N,0.1
5984,32,2008,Tony Gilroy,screenplay,N,0.1
5985,33,2008,Brad Bird,screenplay,N,0.1
5986,34,2008,Tamara Jenkins,screenplay,N,0.1
5987,35,2008,Joel Coen,screenplay,W,5.0
5988,36,2008,Christopher Hampton,screenplay,N,0.1
5989,37,2008,Sarah Polley,screenplay,N,0.1
5990,38,2008,Ronald Harwood,screenplay,N,0.1
5991,39,2008,Paul Thomas Anderson,screenplay,N,0.1
6035,0,2009,Christian Colson,picture,W,5.0
6036,1,2009,Kathleen Kennedy,picture,N,0.2
6037,2,2009,Brian Grazer,picture,N,0.2
6038,3,2009,Dan Jinks,picture,N,0.2
6039,4,2009,Anthony Minghella,picture,N,0.2
6040,5,2009,Danny Boyle,director,W,5.0
6041,6,2009,David Fincher,director,N,0.2
6042,7,2009,Ron Howard,director,N,0.2
6043,8,2009,Gus Van Sant,director,N,0.2
6044,9,2009,Stephen Daldry,director,N,0.2
6055,20,2009,Heath Ledger,s_actor,W,5.0
6056,21,2009,Josh Brolin,s_actor,N,0.2
6057,22,2009,Robert Downey Jr.,s_actor,N,0.2
6058,23,2009,Philip Seymour Hoffman,s_actor,N,0.2
6059,24,2009,Michael Shannon,s_actor,N,0.2
6060,25,2009,Penélope Cruz,s_actress,W,5.0
6061,26,2009,Amy Adams,s_actress,N,0.2
6062,27,2009,Viola Davis,s_actress,N,0.2
6063,28,2009,Taraji P. Henson,s_actress,N,0.2
6064,29,2009,Marisa Tomei,s_actress,N,0.2
6045,10,2009,Sean Penn,actor,W,5.0
6046,11,2009,Richard Jenkins,actor,N,0.2
6047,12,2009,Frank Langella,actor,N,0.2
6048,13,2009,Brad Pitt,actor,N,0.2
6049,14,2009,Mickey Rourke,actor,N,0.2
6050,15,2009,Kate Winslet,actress,W,5.0
6051,16,2009,Anne Hathaway,actress,N,0.2
6052,17,2009,Angelina Jolie,actress,N,0.2
6053,18,2009,Melissa Leo,actress,N,0.2
6054,19,2009,Meryl Streep,actress,N,0.2
6065,30,2009,Dustin Lance Black,screenplay,W,5.0
6066,31,2009,Courtney Hunt,screenplay,N,0.1
6067,32,2009,Mike Leigh,screenplay,N,0.1
6068,33,2009,Martin McDonagh,screenplay,N,0.1
6069,34,2009,Andrew Stanton,screenplay,N,0.1
6070,35,2009,Simon Beaufoy,screenplay,W,5.0
